SEED	functions_L1	functions_L2	functions_L3
seed6475	L1_RNA Metabolism	L2_RNA polymerase I	L3_DNA-directed RNA polymerase I 49 kDa polypeptide (EC 2.7.7.6)
seed6476	L1_RNA Metabolism	L2_RNA polymerase I	L3_DNA-directed RNA polymerase I largest subunit (EC 2.7.7.6)
seed6477	L1_RNA Metabolism	L2_RNA polymerase I	L3_DNA-directed RNA polymerase I second largest subunit (EC 2.7.7.6)
seed6478	L1_RNA Metabolism	L2_RNA polymerase I	L3_DNA-directed RNA polymerases I and III 16 kDa polypeptide (EC 2.7.7.6)
seed6479	L1_RNA Metabolism	L2_RNA polymerase I	L3_DNA-directed RNA polymerases I and III 40 kDa polypeptide (EC 2.7.7.6)
seed6480	L1_RNA Metabolism	L2_RNA polymerase I	"L3_DNA-directed RNA polymerases I, II, and III 14.5 kDa polypeptide (EC 2.7.7.6)"
seed6481	L1_RNA Metabolism	L2_RNA polymerase I	"L3_DNA-directed RNA polymerases I, II, and III 15 kDa polypeptide (EC 2.7.7.6)"
seed6482	L1_RNA Metabolism	L2_RNA polymerase I	"L3_DNA-directed RNA polymerases I, II, and III 27 kDa polypeptide (EC 2.7.7.6)"
seed6483	L1_RNA Metabolism	L2_RNA polymerase I	"L3_DNA-directed RNA polymerases I, II, and III 7.7 kDa polypeptide (EC 2.7.7.6)"
seed6484	L1_RNA Metabolism	L2_RNA polymerase I	"L3_DNA-directed RNA polymerases I, II, and III 8.3 kDa polypeptide (EC 2.7.7.6)"
seed6485	L1_RNA Metabolism	L2_RNA polymerase II	L3_DNA-directed RNA polymerase II 13.2 kDa polypeptide (EC 2.7.7.6)
seed6486	L1_RNA Metabolism	L2_RNA polymerase II	L3_DNA-directed RNA polymerase II 13.3 kDa polypeptide (EC 2.7.7.6)
seed6487	L1_RNA Metabolism	L2_RNA polymerase II	L3_DNA-directed RNA polymerase II 19 kDa polypeptide (EC 2.7.7.6)
seed6488	L1_RNA Metabolism	L2_RNA polymerase II	L3_DNA-directed RNA polymerase II 32 kDa polypeptide (EC 2.7.7.6)
seed6489	L1_RNA Metabolism	L2_RNA polymerase II	L3_DNA-directed RNA polymerase II 45 kDa polypeptide (EC 2.7.7.6)
seed6490	L1_RNA Metabolism	L2_RNA polymerase II	L3_DNA-directed RNA polymerase II largest subunit (EC 2.7.7.6)
seed6491	L1_RNA Metabolism	L2_RNA polymerase II	L3_DNA-directed RNA polymerase II second largest subunit (EC 2.7.7.6)
seed6492	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_CDK-activating kinase assembly factor MAT1
seed6493	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IIA large subunit
seed6494	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IIB
seed6495	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IID 145 kDa subunit
seed6496	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IID 150 kD subunit
seed6497	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IID 23 kDa subunit
seed6498	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IID 60 kDa subunit
seed6499	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IID 90 kDa subunit
seed6500	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IIE alpha subunit
seed6501	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IIE beta subunit
seed6502	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IIF alpha subunit
seed6503	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IIF beta subunit
seed6504	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IIH cyclin-dependent kinase 7
seed6505	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IIH p34 subunit
seed6506	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IIH p44 subunit
seed6507	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IIH p52 subunit
seed6508	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IIH p80 subunit
seed6509	L1_RNA Metabolism	L2_RNA polymerase II initiation factors	L3_Transcription initiation factor IIH p90 subunit
seed6510	L1_RNA Metabolism	L2_RNA polymerase III	L3_DNA-directed RNA polymerase III 12.5 kDa polypeptide (EC 2.7.7.6)
seed6511	L1_RNA Metabolism	L2_RNA polymerase III	L3_DNA-directed RNA polymerase III 17 kDa polypeptide (EC 2.7.7.6)
seed6512	L1_RNA Metabolism	L2_RNA polymerase III	L3_DNA-directed RNA polymerase III 25 kDa polypeptide (EC 2.7.7.6)
seed6513	L1_RNA Metabolism	L2_RNA polymerase III	L3_DNA-directed RNA polymerase III 31 kDa polypeptide (EC 2.7.7.6)
seed6514	L1_RNA Metabolism	L2_RNA polymerase III	L3_DNA-directed RNA polymerase III 36 kDa polypeptide (EC 2.7.7.6)
seed6515	L1_RNA Metabolism	L2_RNA polymerase III	L3_DNA-directed RNA polymerase III 37/80 kDa polypeptide (EC 2.7.7.6)
seed6516	L1_RNA Metabolism	L2_RNA polymerase III	L3_DNA-directed RNA polymerase III 47 kDa polypeptide (EC 2.7.7.6)
seed6517	L1_RNA Metabolism	L2_RNA polymerase III	L3_DNA-directed RNA polymerase III 74 kDa polypeptide (EC 2.7.7.6)
seed6518	L1_RNA Metabolism	L2_RNA polymerase III	L3_DNA-directed RNA polymerase III largest subunit (EC 2.7.7.6)
seed6519	L1_RNA Metabolism	L2_RNA polymerase III	L3_DNA-directed RNA polymerase III second largest subunit (EC 2.7.7.6)
seed6520	L1_RNA Metabolism	L2_RNA polymerase III initiation factors	L3_RNA polymerase III transcription initiation factor (TFIIIC) 131 kDa subunit
seed6521	L1_RNA Metabolism	L2_RNA polymerase III initiation factors	L3_RNA polymerase III transcription initiation factor (TFIIIC) 138 kDa subunit
seed6522	L1_RNA Metabolism	L2_RNA polymerase III initiation factors	L3_RNA polymerase III transcription initiation factor (TFIIIC) 55 kDa subunit
seed6523	L1_RNA Metabolism	L2_RNA polymerase III initiation factors	L3_RNA polymerase III transcription initiation factor (TFIIIC) 60 kDa subunit
seed6524	L1_RNA Metabolism	L2_RNA polymerase III initiation factors	L3_RNA polymerase III transcription initiation factor (TFIIIC) 91 kDa subunit
seed6525	L1_RNA Metabolism	L2_RNA polymerase III initiation factors	L3_RNA polymerase III transcription initiation factor (TFIIIC) 95 kDa subunit
seed6526	L1_RNA Metabolism	L2_RNA polymerase III initiation factors	L3_RNA polymerase III transcription initiation factor B''
seed6527	L1_RNA Metabolism	L2_RNA polymerase III initiation factors	L3_Transcription initiation factor IIIA
seed6528	L1_RNA Metabolism	L2_RNA polymerase III initiation factors	"L3_Transcription initiation factor TFIIIB, Brf2 subunit"
seed6529	L1_RNA Metabolism	"L2_RNA processing and degradation, bacterial"	L3_3'-to-5' exoribonuclease RNase R
seed6530	L1_RNA Metabolism	"L2_RNA processing and degradation, bacterial"	L3_3'-to-5' oligoribonuclease (orn)
seed6531	L1_RNA Metabolism	"L2_RNA processing and degradation, bacterial"	"L3_3'-to-5' oligoribonuclease B, Bacillus type"
seed6532	L1_RNA Metabolism	"L2_RNA processing and degradation, bacterial"	L3_Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)
seed6533	L1_RNA Metabolism	"L2_RNA processing and degradation, bacterial"	L3_Exoribonuclease II (EC 3.1.13.1)
seed6534	L1_RNA Metabolism	"L2_RNA processing and degradation, bacterial"	"L3_FIG146085: 3'-to-5' oligoribonuclease A, Bacillus type"
seed6535	L1_RNA Metabolism	"L2_RNA processing and degradation, bacterial"	L3_Ribonuclease E inhibitor RraA
seed6536	L1_RNA Metabolism	"L2_RNA processing and degradation, bacterial"	L3_Ribonuclease E inhibitor RraB
seed6537	L1_RNA Metabolism	"L2_RNA processing and degradation, bacterial"	L3_Ribonuclease I precursor (EC 3.1.27.6)
seed6538	L1_RNA Metabolism	L2_RNA processing orphans	L3_2'-5' RNA ligase
seed6539	L1_RNA Metabolism	L2_RNA pseudouridine syntheses	L3_Ribosomal large subunit pseudouridine synthase E (EC 4.2.1.70)
seed6540	L1_RNA Metabolism	L2_RNA pseudouridine syntheses	L3_Ribosomal large subunit pseudouridine synthase F (EC 4.2.1.70)
seed6541	L1_RNA Metabolism	L2_RNA pseudouridine syntheses	L3_tRNA pseudouridine synthase A (EC 4.2.1.70)
seed6542	L1_RNA Metabolism	L2_Rrf2 family transcriptional regulators	L3_Iron-responsive repressor RirA
seed6543	L1_RNA Metabolism	L2_Rrf2 family transcriptional regulators	"L3_Predicted transcriptional regulator of 4-carboxymuconolactone decarboxylase, Rrf2 family"
seed6544	L1_RNA Metabolism	L2_Rrf2 family transcriptional regulators	"L3_Predicted transcriptional regulator of cysteine synthase, Rrf2 family"
seed6545	L1_RNA Metabolism	L2_Rrf2 family transcriptional regulators	"L3_Predicted transcriptional regulator of NADH dehydrogenase, Rrf2 family"
seed6546	L1_RNA Metabolism	L2_Rrf2 family transcriptional regulators	"L3_Predicted transcriptional regulator of sulfate adenylyltransferase, Rrf2 family"
seed6547	L1_RNA Metabolism	L2_Rrf2 family transcriptional regulators	"L3_Predicted transcriptional regulator of sulfate transport, Rrf2 family"
seed6548	L1_RNA Metabolism	L2_Rrf2 family transcriptional regulators	"L3_Rrf2 family transcriptional regulator, group III"
seed6549	L1_RNA Metabolism	L2_rRNA modification Archaea	L3_COG2106 Methylase
seed6550	L1_RNA Metabolism	L2_rRNA modification Archaea	"L3_COG3269, Predicted RNA-binding protein, contains TRAM domain"
seed6551	L1_RNA Metabolism	L2_rRNA modification Archaea	L3_Predicted N6-adenine-specific RNA methylase containing THUMP domain
seed6552	L1_RNA Metabolism	L2_rRNA modification Archaea	L3_Predicted RNA-binding protein COG1491
seed6553	L1_RNA Metabolism	L2_rRNA modification Archaea	L3_Predicted Zn-ribbon RNA-binding protein with a function in translation
seed6554	L1_RNA Metabolism	L2_rRNA modification Archaea	L3_tRNA pseudouridine 55 synthase (EC 4.2.1.70)
seed6555	L1_RNA Metabolism	L2_rRNA modification Archaea	L3_tRNA:Cm32/Um32 methyltransferase
seed6556	L1_RNA Metabolism	L2_rRNA modification bacteria	L3_23S rRNA (Uracil-5-) -methyltransferase rumB (EC 2.1.1.-)
seed6557	L1_RNA Metabolism	L2_rRNA modification bacteria	L3_COG4123: Predicted O-methyltransferase
seed6558	L1_RNA Metabolism	L2_rRNA modification bacteria	L3_LSU rRNA 2'-O-methyl-C2498 methyltransferase RlmM
seed6559	L1_RNA Metabolism	L2_rRNA modification bacteria	L3_Ribosomal RNA large subunit methyltransferase K
seed6560	L1_RNA Metabolism	L2_rRNA modification bacteria	L3_Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-)
seed6561	L1_RNA Metabolism	L2_rRNA modification bacteria	L3_Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.-)
seed6562	L1_RNA Metabolism	L2_rRNA modification bacteria	L3_Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.52)
seed6563	L1_RNA Metabolism	L2_rRNA modification bacteria	L3_Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)
seed6564	L1_RNA Metabolism	L2_rRNA modification bacteria	"L3_RNA methyltransferase, TrmH family"
seed6565	L1_RNA Metabolism	L2_rRNA modification bacteria	L3_rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB
seed6566	L1_RNA Metabolism	L2_rRNA modification bacteria	L3_rRNA small subunit methyltransferase H
seed6567	L1_RNA Metabolism	L2_rRNA modification bacteria	L3_rRNA small subunit methyltransferase I
seed6568	L1_RNA Metabolism	L2_rRNA modification bacteria	L3_rRNA small subunit methyltransferase J
seed6569	L1_RNA Metabolism	L2_RtcB RtcA	L3_Putative stomatin/prohibitin-family membrane protease subunit aq_911
seed6570	L1_RNA Metabolism	L2_RtcB RtcA	L3_RtcB-like protein
seed6571	L1_RNA Metabolism	L2_Spliceosome	L3_Pre-mRNA splicing factor PRP8
seed6572	L1_RNA Metabolism	L2_Spliceosome	L3_U4/U6 small nuclear ribonucleoprotein component PRP3
seed6573	L1_RNA Metabolism	L2_t(6)A synthesis in Archaea and Eukaryotes	L3_TsaC protein (YrdC domain) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA
seed6574	L1_RNA Metabolism	L2_t(6)A synthesis in Archaea and Eukaryotes	L3_TsaC protein (YrdC-Sua5 domains) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA
seed6575	L1_RNA Metabolism	"L2_Transcription elongation factors, archaeal"	L3_Transcription factor S
seed6576	L1_RNA Metabolism	L2_Transcription factors bacterial	L3_Anti-cleavage anti-GreA transcription factor Gfh1
seed6577	L1_RNA Metabolism	L2_Transcription factors bacterial	L3_COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination
seed6578	L1_RNA Metabolism	L2_Transcription factors bacterial	L3_Regulator of nucleoside diphosphate kinase
seed6579	L1_RNA Metabolism	L2_Transcription factors bacterial	L3_Rho-specific inhibitor of transcription termination (YaeO)
seed6580	L1_RNA Metabolism	L2_Transcription factors bacterial	L3_ribosomal protein L7Ae family protein
seed6581	L1_RNA Metabolism	L2_Transcription factors bacterial	L3_Transcription antitermination protein NusG
seed6582	L1_RNA Metabolism	L2_Transcription factors bacterial	L3_Transcription elongation factor GreA
seed6583	L1_RNA Metabolism	L2_Transcription factors bacterial	L3_Transcription elongation factor GreB
seed6584	L1_RNA Metabolism	L2_Transcription factors bacterial	L3_Transcription elongation factor GreB-related protein
seed6585	L1_RNA Metabolism	L2_Transcription factors bacterial	L3_Transcription termination factor Rho
seed6586	L1_RNA Metabolism	L2_Transcription factors bacterial	L3_Transcription termination protein NusA
seed6587	L1_RNA Metabolism	L2_Transcription factors bacterial	L3_Transcription termination protein NusB
seed6588	L1_RNA Metabolism	L2_Transcription factors bacterial	L3_Transcriptional activator RfaH
seed6589	L1_RNA Metabolism	L2_Transcription factors cyanobacterial RpoD-like sigma factors	"L3_Cyanobacteria-specific RpoD-like sigma factor, type-1"
seed6590	L1_RNA Metabolism	L2_Transcription factors cyanobacterial RpoD-like sigma factors	"L3_Cyanobacteria-specific RpoD-like sigma factor, type-12"
seed6591	L1_RNA Metabolism	L2_Transcription factors cyanobacterial RpoD-like sigma factors	"L3_Cyanobacteria-specific RpoD-like sigma factor, type-13"
seed6592	L1_RNA Metabolism	L2_Transcription factors cyanobacterial RpoD-like sigma factors	"L3_Cyanobacteria-specific RpoD-like sigma factor, type-4"
seed6593	L1_RNA Metabolism	L2_Transcription factors cyanobacterial RpoD-like sigma factors	"L3_Cyanobacteria-specific RpoD-like sigma factor, type-6"
seed6594	L1_RNA Metabolism	L2_Transcription factors cyanobacterial RpoD-like sigma factors	"L3_Cyanobacteria-specific RpoD-like sigma factor, type-9"
seed6595	L1_RNA Metabolism	"L2_Transcription initiation, bacterial sigma factors"	L3_RNA polymerase heat shock sigma factor SigI
seed6596	L1_RNA Metabolism	"L2_Transcription initiation, bacterial sigma factors"	L3_RNA polymerase principal sigma factor HrdA
seed6597	L1_RNA Metabolism	"L2_Transcription initiation, bacterial sigma factors"	L3_RNA polymerase principal sigma factor HrdC
seed6598	L1_RNA Metabolism	"L2_Transcription initiation, bacterial sigma factors"	L3_RNA polymerase principal sigma factor HrdD
seed6599	L1_RNA Metabolism	"L2_Transcription initiation, bacterial sigma factors"	L3_RNA polymerase sigma factor RpoE
seed6600	L1_RNA Metabolism	"L2_Transcription initiation, bacterial sigma factors"	L3_RNA polymerase sigma factor RpoH
seed6601	L1_RNA Metabolism	"L2_Transcription initiation, bacterial sigma factors"	L3_RNA polymerase sigma factor RpoH-related protein
seed6602	L1_RNA Metabolism	"L2_Transcription initiation, bacterial sigma factors"	L3_RNA polymerase sigma factor SigV
seed6603	L1_RNA Metabolism	"L2_Transcription initiation, bacterial sigma factors"	L3_RNA polymerase sigma factor SigW
seed6604	L1_RNA Metabolism	"L2_Transcription initiation, bacterial sigma factors"	L3_RNA polymerase sigma factor SigZ
seed6605	L1_RNA Metabolism	"L2_Transcription initiation, bacterial sigma factors"	L3_RNA polymerase sigma-70 factor
seed6606	L1_RNA Metabolism	"L2_Transcription initiation, bacterial sigma factors"	L3_Serine protease precursor MucD/AlgY associated with sigma factor RpoE
seed6607	L1_RNA Metabolism	"L2_Transcription initiation, bacterial sigma factors"	L3_Sigma factor RpoE negative regulatory protein RseA
seed6608	L1_RNA Metabolism	"L2_Transcription initiation, bacterial sigma factors"	L3_Sigma factor RpoE negative regulatory protein RseB precursor
seed6609	L1_RNA Metabolism	L2_tRNA modification Archaea	L3_5-carboxymethyl uridine and 5-carboxymethyl 2-thiouridine methyltransferase
seed6610	L1_RNA Metabolism	L2_tRNA modification Archaea	"L3_archaeal ATPase, fused to C-terminal DUF234 domain"
seed6611	L1_RNA Metabolism	L2_tRNA modification Archaea	"L3_COG1180: Radical SAM, Pyruvate-formate lyase-activating enzyme like"
seed6612	L1_RNA Metabolism	L2_tRNA modification Archaea	"L3_Hypothetical ATP-binding protein, containing DUF265 domain"
seed6613	L1_RNA Metabolism	L2_tRNA modification Archaea	L3_Methylthioadenosine deaminase
seed6614	L1_RNA Metabolism	L2_tRNA modification Archaea	L3_Predicted P-loop ATPase fused to an acetyltransferase COG1444
seed6615	L1_RNA Metabolism	L2_tRNA modification Archaea	L3_tRNA (adenine57/58-N1)-methyltransferase (EC 2.1.1.36)
seed6616	L1_RNA Metabolism	L2_tRNA modification Archaea	L3_tRNA (Uracil54-C5-)-methyltransferase (EC 2.1.1.35)
seed6617	L1_RNA Metabolism	L2_tRNA modification Archaea	L3_tRNA pseudouridine 13 synthase (EC 4.2.1.-)
seed6618	L1_RNA Metabolism	L2_tRNA modification Archaea	L3_tRNA(Cytosine32)-2-thiocytidine synthetase
seed6619	L1_RNA Metabolism	L2_tRNA modification Archaea	L3_tRNA(U54)-2-thioribothymidine synthetase
seed6620	L1_RNA Metabolism	L2_tRNA modification yeast cytoplasmic	L3_tRNA (adenine58-N1-)-methylase subunit Gcd10p
seed6621	L1_RNA Metabolism	L2_tRNA modification yeast cytoplasmic	L3_tRNA (cytosine-5-)-methyltransferase NCL1 (EC 2.1.1.29) (tRNA methyltransferase 4) (Multisite-specific tRNA:m5C-methyltransferase)
seed6622	L1_RNA Metabolism	L2_tRNA modification yeast cytoplasmic	L3_tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA(m7G46)-methyltransferase)
seed6623	L1_RNA Metabolism	L2_tRNA modification yeast cytoplasmic	L3_tRNA (guanine10-N2-)-methyltransferase (EC 2.1.1.-)
seed6624	L1_RNA Metabolism	L2_tRNA modification yeast cytoplasmic	L3_tRNA (guanine46-N7-)-methyltransferase accessory protein
seed6625	L1_RNA Metabolism	L2_tRNA modification yeast cytoplasmic	L3_tRNA (guanosine(18)-2'-O)-methyltransferase (EC 2.1.1.34)
seed6626	L1_RNA Metabolism	L2_tRNA modification yeast cytoplasmic	L3_tRNA A64-2'-O-ribosylphosphate transferase (EC 2.4.2.-) (Initiator tRNA phosphoribosyl-transferase)
seed6627	L1_RNA Metabolism	L2_tRNA modification yeast cytoplasmic	L3_tRNA specific adenosine-34 deaminase subunit Tad3p
seed6628	L1_RNA Metabolism	L2_tRNA modification yeast cytoplasmic	L3_tRNA-dihydrouridine synthase 2 (EC 1.-.-.-) modifies uridine residues at position 20 of cytoplasmic tRNAs
seed6629	L1_RNA Metabolism	L2_tRNA modification yeast cytoplasmic	L3_tRNA-dihydrouridine synthase 3 (EC 1.-.-.-) modifies uridine residues at position 47 of cytoplasmic tRNAs
seed6630	L1_RNA Metabolism	L2_tRNA modification yeast cytoplasmic	L3_Urm1p Ubiquitin like protein involve in thiolation of mcm5Us4 in tRNA
seed6631	L1_RNA Metabolism	L2_tRNA nucleotidyltransferase	"L3_tRNA nucleotidyltransferase, archaeal type (EC 2.7.7.21) (EC 2.7.7.25)"
seed6632	L1_RNA Metabolism	L2_tRNA processing	L3_Ribonuclease BN (EC 3.1.-.-)
seed6633	L1_RNA Metabolism	L2_tRNA processing	L3_Ribonuclease PH (EC 2.7.7.56)
seed6634	L1_RNA Metabolism	L2_tRNA processing	L3_Ribonuclease T (EC 3.1.13.-)
seed6635	L1_RNA Metabolism	L2_tRNA processing	L3_Ribonuclease Z (EC 3.1.26.11)
